ubuntu pronunciado ʊˈbʊntuː estilizado como ubuntu es un sistema operativo de software libre y código abierto es una distribución de,0
basada en debian actualmente corre en computadores de escritorio y servidores está orientado al usuario promedio con un fuerte enfoque en,0
facilidad de uso y en mejorar la experiencia del usuario está compuesto de múltiple software normalmente distribuido bajo una licencia,0
o de código abierto estadísticas web sugieren que la cuota de mercado de ubuntu dentro de las distribuciones linux es aproximadamente del,0
3​4​ y con una tendencia a aumentar como servidor web5​ su patrocinador canonical es una compañía británica propiedad del,0
sudafricano mark shuttleworth ofrece el sistema de manera gratuita y se financia por medio de servicios vinculados al sistema,0
y vendiendo soporte técnico8​ además al mantenerlo libre y gratuito la empresa es capaz de aprovechar los desarrolladores de la,0
para mejorar los componentes de su sistema operativo extraoficialmente la comunidad de desarrolladores proporciona soporte para,0
derivaciones de ubuntu con otros entornos gráficos como kubuntu xubuntu ubuntu mate edubuntu ubuntu studio mythbuntu ubuntu gnome,0
lubuntu9​ canonical además de mantener ubuntu provee una versión orientada a servidores ubuntu server una versión para empresas,0
business desktop remix una para televisores ubuntu tv otra versión para tabletas ubuntu tablet10​ también ubuntu phone11​ y una para usar,0
escritorio desde teléfonos inteligentes ubuntu for android12​13​14​ cada seis meses se publica una nueva versión de ubuntu esta,0
soporte por parte de canonical durante nueve meses por medio de actualizaciones de seguridad parches para bugs críticos y,0
menores de programas las versiones lts long term support que se liberan cada dos años15​ reciben soporte durante cinco años en los,0
la tecnología del griego τέχνη téchnē arte oficio y λογία logía tratado estudio es la aplicación de la ciencia a la resolución de,0
concretos constituye un conjunto de conocimientos científicamente ordenados que permiten diseñar y crear bienes o servicios que facilitan,0
adaptación al medio ambiente así como la satisfacción de las necesidades individuales esenciales y las aspiraciones de la humanidad,0
hay muchas tecnologías muy diferentes entre sí es frecuente usar el término tecnología en singular para referirse al conjunto de todas,0
también a una de ellas en particular la palabra tecnología también se puede referir a la disciplina teórica que estudia los saberes,0
a todas las tecnologías y en algunos contextos a la educación tecnológica la disciplina escolar abocada a la familiarización con,0
tecnologías más importantes la actividad tecnológica influye en el progreso social y económico pero si su aplicación es meramente,0
puede orientarse a satisfacer los deseos de los más prósperos consumismo y no a resolver las necesidades esenciales de los más,0
este enfoque puede incentivar un uso no sostenible del medio ambiente ciertas tecnologías humanas por su uso intensivo directo o,0
de la biosfera son causa principal del creciente agotamiento y degradación de los recursos naturales del planeta sin embargo la,0
también puede ser usada para proteger el medio ambiente buscando soluciones innovadoras y eficientes para resolver de forma sostenible,0
crecientes necesidades de la sociedad sin provocar un agotamiento o degradación de los recursos materiales y energéticos del planeta,0
aumentar las desigualdades sociales ciertas tecnologías humanas han llevado a un avance descomunal en los estándares y calidad de vida,0
miles de millones de personas en el planeta logrando simultáneamente una mejor conservación del medio ambiente la tecnología engloba a,0
conjunto de acciones sistemáticas cuyo destino es la transformación de las cosas es decir su finalidad es saber hacer y saber por qué,0
hace1​ actualmente hay una era tecnológica etapa histórica dominada por la producción de bienes y por su comercialización en la que,0
factor energía tiene un papel primordial1​ toda la actividad científicotécnica gravita permanentemente sobre el bienestar humano sobre,0
el arte del latín ars artis y este del griego τέχνη téchnē1​ es entendido generalmente como cualquier actividad o producto realizado,1
una finalidad estética y también comunicativa mediante la cual se expresan ideas emociones y en general una visión del mundo a través,1
diversos recursos como los plásticos lingüísticos sonoros corporales y mixtos2​ el arte es un componente de la cultura reflejando en,1
concepción las bases económicas y sociales y la transmisión de ideas y valores inherentes a cualquier cultura humana a lo largo del,1
y el tiempo se suele considerar que con la aparición del homo sapiens el arte tuvo en principio una función ritual mágica o religiosa,1
paleolítico pero esa función cambió con la evolución del ser humano adquiriendo un componente estético y una función social,1
mercantil o simplemente ornamental la noción de arte continúa sujeta a profundas disputas dado que su definición está abierta a,1
interpretaciones que varían según la cultura la época el movimiento o la sociedad para la cual el término tiene un determinado sentido,1
vocablo arte tiene una extensa acepción pudiendo designar cualquier actividad humana hecha con esmero y dedicación o cualquier conjunto,1
reglas necesarias para desarrollar de forma óptima una actividad se habla así de arte culinario arte médico artes marciales artes,1
arrastre en la pesca etc en ese sentido arte es sinónimo de capacidad habilidad talento experiencia sin embargo más comúnmente se,1
considerar al arte como una actividad creadora del ser humano por la cual produce una serie de objetos obras de arte que son singulares,1
cuya finalidad es principalmente estética en ese contexto arte sería la generalización de un concepto expresado desde antaño como,1
artes actualmente algo en desuso y reducido a ámbitos académicos y administrativos de igual forma el empleo de la palabra arte para,1
la realización de otras actividades ha venido siendo sustituido por términos como técnica u oficio en este artículo se trata de,1
la pintura es el arte de la representación gráfica utilizando pigmentos mezclados con otras sustancias aglutinantes orgánicas o,1
en este arte se emplean técnicas de pintura conocimientos de teoría del color y de composición pictórica y el dibujo la práctica del arte,1
pintar consiste en aplicar en una superficie determinada una hoja de papel un lienzo un muro una madera un fragmento de tejido etc,1
técnica determinada para obtener una composición de formas colores texturas dibujos etc dando lugar a una obra de arte según,1
principios estéticos el arquitecto y teórico del clasicismo andré félibien en el siglo xvii en un prólogo de las conferencias de la,1
francesa hizo una jerarquía de géneros de la pintura clásica la historia el retrato el paisaje los mares las flores y los frutos la,1
es una de las expresiones artísticas más antiguas y una de las siete bellas artes en estética o teoría del arte la pintura está,1
como una categoría universal que comprende todas las creaciones artísticas hechas sobre superficies una categoría aplicable a,1
técnica o tipo de soporte físico o material incluyendo los soportes o las técnicas efímeras así como los soportes o las técnicas,1
una parte de la historia de la pintura en el arte oriental y occidental está dominada por el arte religioso los ejemplos de este tipo,1
pintura van desde obras de arte que representan figuras mitológicas en cerámica a escenas bíblicas del techo de la capilla sixtina a,1
la políticaa​ es el proceso de tomar decisiones que se aplican a todos los miembros de una comunidad humana también es el arte doctrina,2
opinión referente al gobierno de los estados1​ la ciencia política constituye una rama de las ciencias sociales que se ocupa de la,2
en virtud de la cual una sociedad libre compuesta por personas libres resuelve los problemas que le plantea su convivencia colectiva es,2
quehacer ordenado al bien común es la ciencia social que estudia el poder público o del estado promoviendo la participación ciudadana,2
el parlamento en sentido amplio es el órgano legislativo representativo y colegiado de un estado nacional subnacional o supranacional1​,2
sentido estricto el parlamento es la cámara o asamblea legislativa propia del sistema parlamentario en algunos casos también está,2
por monarcas2​ o miembros vitalicios puede ser denominado también congreso cortes asamblea etc el parlamento puede tener una o dos,2
los parlamentos unicamerales por regla general están integrados por representantes del pueblo elegidos directa o indirectamente,2
parlamentos bicamerales suelen agregar a la cámara de representación del pueblo una cámara de representación de entidades,2
subnacionales provincias comunidades etc o como en el caso del reino unido una cámara de representación de una casta la cámara de los,2
las facultades de los parlamentos dependen de la constitución de cada estado en todos los casos ejercen el poder legislativo y,2
representación por excelencia de los diversos sectores que integran la sociedad3​ en los sistemas parlamentarios tienen,2
funciones ejecutivas que a veces incluyen la elección o remoción del jefe de gobierno3​ órganos parlamentarios supranacionales como,2
parlamento europeo o el parlasur tienen como función representar las múltiples diversidades políticas sociales de género y territoriales,2
la ley en latín lex legis es una norma jurídica dictada por el legislador es decir un precepto establecido por la autoridad competente,2
que se manda o prohíbe algo en consonancia con la justicia cuyo incumplimiento conlleva a una sanción1​ según el jurista panameño,2
quintero la ley es una norma dictada por una autoridad pública que a todos ordena prohíbe o permite y a la cual todos deben obediencia,2
otro lado el jurista venezolano andrés bello definió la ley como una declaración de la voluntad soberana que manifestada en la,2
prescrita por la constitución manda prohíbe o permite para bello lo decisivo para calificar un acto de ley es la forma en que se gesta y,2
la tecnología del griego τέχνη téchnē arte oficio y λογία logía tratado estudio es la aplicación de la ciencia a la resolución de,0
concretos constituye un conjunto de conocimientos científicamente ordenados que permiten diseñar y crear bienes o servicios que facilitan,0
adaptación al medio ambiente así como la satisfacción de las necesidades individuales esenciales y las aspiraciones de la humanidad,0
hay muchas tecnologías muy diferentes entre sí es frecuente usar el término tecnología en singular para referirse al conjunto de todas,0
también a una de ellas en particular la palabra tecnología también se puede referir a la disciplina teórica que estudia los saberes,0
a todas las tecnologías y en algunos contextos a la educación tecnológica la disciplina escolar abocada a la familiarización con,0
